d,o,h,l,c,v
20332,1705,1930,1705,1930,4265
20339,1985,2200,1985,2000,9085
20346,2000,2000,1750,1805,2488
20353,1810,2405,1810,2325,55902
20360,2400,2890,2400,2510,123904
20367,2540,2585,2460,2480,60690
20374,2500,2610,2500,2545,28306
20381,2590,2710,2500,2630,51154
20388,2700,2700,2505,2505,20835
20395,2500,2620,2385,2620,17770
20402,2630,2645,2505,2550,6189
20409,2555,2560,2445,2500,19475
20416,2640,2640,2455,2455,14121
20423,2510,2600,2500,2500,4169
20430,2500,2580,2500,2570,8540
20437,2575,2575,2500,2500,5708
20444,2500,2565,2450,2500,8423
20451,2500,2500,2400,2485,3567
20458,2500,2650,2500,2620,18929
20465,2620,2650,2550,2650,23101
20472,2650,2700,2595,2700,16582
20479,2710,2910,2710,2900,12649
20486,2800,2800,2745,2745,6429
