d,o,h,l,c,v
19891,2300,2350,2300,2350,4248
19898,2355,2500,2200,2390,7707
19905,2350,2350,2150,2200,8909
19912,2200,2250,2100,2200,32242
19919,2200,2245,2100,2175,18372
19926,2175,2280,2105,2190,3512
19933,2225,2225,2150,2220,7622
19940,2220,2230,2185,2185,6364
19947,2175,2175,2150,2160,5270
19954,2160,2180,2105,2160,16856
19961,2160,2320,2160,2190,7589
19968,2190,2355,2150,2340,30290
19975,2345,2345,2190,2295,9747
19982,2195,2330,2195,2330,12466
19989,2330,2350,2300,2350,4153
19996,2345,2345,2285,2285,9460
20003,2250,2310,2175,2300,15114
20010,2300,2315,2200,2315,2786
20017,2315,2315,2190,2300,2552
20024,2295,2395,2200,2395,2892
20031,2400,2400,2200,2210,22116
20038,2210,2350,2210,2230,1747
20045,2230,2350,2230,2300,4454
20052,2300,2350,2300,2315,3863
20059,2350,2375,2250,2250,7774
20066,2250,2350,2250,2350,10848
20073,2350,2350,2290,2290,2764
20080,2250,2250,2250,2250,6395
20087,2250,2300,2250,2300,3768
20094,2260,2400,2260,2390,3157
20101,2275,2400,2275,2380,2262
20108,2385,2395,2385,2390,1790
20115,2390,2390,2200,2200,5323
20122,2200,2375,2200,2375,5694
20129,2380,2385,2200,2360,16636
20136,2395,2395,2365,2375,3922
20143,2375,2375,2350,2365,6375
20150,2370,2370,2350,2350,11160
20157,2350,2440,2345,2440,20556
20164,2440,2440,2330,2330,20675
20171,2330,2440,2330,2440,6393
20178,2350,2440,2350,2350,8393
20185,2350,2390,2300,2300,11191
20192,2335,2400,2335,2395,9303
20199,2400,2500,2380,2500,4893
20206,2500,2545,2400,2500,25727
20213,2500,2500,2405,2450,25553
20220,2440,2500,2410,2410,4740
20227,2410,2500,2410,2450,6905
20234,2490,2525,2450,2500,14556
20241,2525,2785,2500,2785,11957
20248,2760,2760,2650,2650,25298
20255,2650,2750,2650,2750,29662
20262,2745,2745,2650,2675,16121
20269,2665,2750,2665,2740,32636
20276,2740,2740,2500,2520,14561
20283,2500,2600,2455,2460,7551
20290,2410,2500,2255,2450,16250
20297,2450,2550,2450,2500,42533
20304,2500,2530,2380,2500,3775
20311,2400,2500,2400,2500,3308
20318,2500,2500,2450,2470,9532
20325,2470,2600,2470,2580,13731
20332,2580,2580,2500,2500,5736
20339,2500,2500,2450,2490,10365
20346,2490,2490,2470,2485,36365
20353,2485,2495,2450,2485,5957
20360,2485,2490,2440,2465,8786
20367,2475,2500,2430,2500,10508
20374,2505,2505,2470,2475,13332
20381,2475,2550,2475,2525,25994
20388,2525,2525,2475,2500,6922
20395,2495,2495,2475,2475,12734
20402,2475,2490,2475,2485,5496
20409,2475,2500,2470,2490,10176
20416,2500,2555,2475,2555,4417
20423,2555,2555,2490,2490,6390
20430,2490,2560,2490,2560,2848
20437,2555,2555,2485,2545,6103
20444,2475,2545,2475,2500,5233
20451,2500,2530,2480,2530,4915
20458,2530,2530,2350,2530,7346
20465,2530,2600,2530,2550,3925
20472,2600,2600,2500,2550,4482
20479,2550,2550,2540,2540,1953
20486,2600,2620,2600,2620,974
