d,o,h,l,c,v
20360,9250,9250,9105,9200,33773
20367,9250,9675,9250,9515,16402
20374,9645,9890,9300,9300,54069
20381,9300,9300,8800,8900,38101
20388,8900,9565,7930,8350,86656
20395,7750,8060,6620,8060,27331
20402,8200,8450,7865,7950,28414
20409,7950,8150,7950,8095,19531
20416,8095,8190,7950,7950,14589
20423,7945,8120,7945,8100,20333
20430,8000,8100,7990,7995,19727
20437,7995,8010,7605,7950,24770
20444,7975,8095,7705,8000,25227
20451,7795,8105,7795,8000,25641
20458,8000,8000,7940,7960,5623
20465,7950,7950,7545,7860,6903
20472,7860,8340,7860,8335,29006
20479,8300,8300,8200,8200,15312
20486,8200,8300,8200,8300,5552
