d,o,h,l,c,v
20241,18,18,18,18,3184037
20248,18,18,17,18,1279929
20255,18,18,17,18,2730205
20262,18,18,17,17,2784613
20269,17,18,17,17,1720506
20276,17,17,16,16,387980
20283,17,17,16,16,6198693
20290,17,17,16,16,1665882
20297,15,16,15,16,17531909
20304,16,16,15,16,4011888
20311,16,17,15,16,2974709
20318,16,17,16,17,4454531
20325,16,17,16,17,2015308
20332,17,17,16,17,1710695
20339,17,18,17,17,1256967
20346,17,18,17,18,2224219
20353,18,18,17,18,1276734
20360,18,18,17,18,4052314
20367,18,20,18,19,4437169
20374,19,21,19,21,13665504
20381,21,22,21,22,6341231
20388,22,22,21,22,6978863
20395,22,24,22,24,4129165
20402,24,24,22,22,2754870
20409,23,24,23,24,1667469
20416,23,24,22,23,6473069
20423,22,22,22,22,2619682
20430,22,22,21,22,2843281
20437,22,23,22,23,1178745
20444,23,23,22,22,696932
20451,22,23,22,23,1016112
20458,23,23,22,22,1402475
20465,23,23,22,23,1138590
20472,23,24,22,24,11500686
20479,24,24,23,24,1448198
20486,24,24,24,24,2935897
