d,o,h,l,c,v
19968,2745,2745,2650,2690,42191
19975,2695,2695,2305,2400,65867
19982,2400,2580,2400,2460,10216
19989,2460,2500,2440,2490,13626
19996,2490,2490,2450,2460,11046
20003,2450,2455,2370,2400,25184
20010,2395,2400,2335,2400,74250
20017,2400,2400,2350,2350,224060
20024,2350,2400,2350,2390,11554
20031,2385,2395,2230,2390,39760
20038,2390,2390,2350,2370,13730
20045,2380,2380,2320,2350,38563
20052,2345,2345,2285,2300,8987
20059,2300,2345,2300,2340,9266
20066,2300,2300,2225,2300,10720
20073,2300,2355,2250,2340,20388
20080,2340,2340,2245,2295,6274
20087,2255,2295,2250,2290,11982
20094,2290,2290,2205,2220,12662
20101,2220,2245,2205,2245,14751
20108,2240,2250,2240,2250,28456
20115,2250,2285,2250,2285,14220
20122,2285,2380,2275,2365,13201
20129,2365,2495,2365,2495,32731
20136,2495,2500,2455,2480,26098
20143,2450,2495,2400,2450,26191
20150,2450,2625,2420,2625,14342
20157,2625,2820,2550,2800,82639
20164,2800,2895,2750,2865,31650
20171,2865,2865,2715,2770,20606
20178,2765,2770,2675,2675,11982
20185,2650,2780,2500,2780,24325
20192,2760,2760,2500,2600,10457
20199,2500,2600,2500,2500,17210
20206,2500,2500,2480,2480,5869
20213,2465,2465,2400,2410,21675
20220,2410,2410,2390,2390,24932
20227,2390,2500,2390,2500,84503
20234,2500,2600,2500,2585,32410
20241,2600,2600,2555,2565,6270
20248,2580,2695,2575,2650,33598
20255,2690,2690,2550,2600,10563
20262,2600,2650,2405,2600,26980
20269,2600,2690,2510,2690,53405
20276,2690,2700,2650,2690,8797
20283,2650,2685,2405,2495,67903
20290,2500,2500,2300,2380,45836
20297,2400,2400,2350,2350,32514
20304,2375,2375,2300,2340,19901
20311,2260,2340,2260,2340,41425
20318,2300,2445,2300,2355,51273
20325,2350,2370,2335,2335,18355
20332,2335,2400,2255,2255,54449
20339,2255,2315,2255,2280,38679
20346,2300,2300,2280,2290,21647
20353,2290,2300,2290,2300,28393
20360,2300,2390,2300,2370,15100
20367,2400,2600,2325,2505,39235
20374,2500,2530,2370,2500,15104
20381,2500,2500,2400,2500,15132
20388,2500,2515,2410,2420,21573
20395,2420,2500,2385,2450,16835
20402,2400,2495,2400,2495,14125
20409,2495,2500,2470,2490,14297
20416,2500,2540,2480,2540,18039
20423,2480,2525,2480,2500,18879
20430,2500,2525,2480,2505,9026
20437,2505,2505,2410,2495,26004
20444,2450,2500,2440,2490,9593
20451,2385,2495,2300,2450,19068
20458,2480,2485,2415,2415,10699
20465,2450,2500,2415,2495,6346
20472,2495,2620,2495,2580,15418
20479,2580,2625,2580,2625,11085
20486,2710,2710,2650,2650,1564
