d,o,h,l,c,v
20038,2005,2005,1850,1870,8420
20045,1870,1980,1780,1980,4054
20052,1900,1990,1760,1990,2652
20059,1845,1980,1840,1950,9622
20066,1950,1950,1830,1860,3213
20073,1760,1895,1760,1800,9845
20080,1805,1920,1800,1920,3653
20087,1920,1920,1900,1900,3541
20094,1900,1900,1765,1855,1202
20101,1855,1855,1755,1755,441
20108,1850,1850,1715,1835,8101
20115,1845,1845,1700,1835,1360
20122,1835,1835,1835,1835,2076
20129,1835,1835,1815,1815,3762
20136,1835,1895,1750,1880,14648
20143,1850,1880,1800,1880,6253
20150,1880,1880,1760,1870,4070
20157,1870,1870,1795,1800,14892
20164,1800,1840,1795,1795,15267
20171,1795,1800,1790,1795,7028
20178,1795,1795,1780,1780,8926
20185,1780,1800,1715,1800,8114
20192,1800,1800,1715,1780,1568
20199,1780,1800,1715,1780,2487
20206,1800,1800,1620,1700,7836
20213,1700,1700,1605,1605,5211
20220,1600,1610,1600,1605,13888
20227,1600,1600,1525,1595,13031
20234,1595,1600,1580,1600,10695
20241,1600,1660,1590,1660,24802
20248,1710,1840,1600,1840,11869
20255,1825,2090,1820,2075,25502
20262,2070,2070,1650,1720,20953
20269,1770,1785,1655,1710,4868
20276,1750,1750,1650,1700,6905
20283,1700,1715,1670,1700,4012
20290,1710,1710,1610,1650,4316
20297,1650,1710,1650,1700,35200
20304,1700,1800,1700,1790,7547
20311,1775,1775,1740,1765,3696
20318,1755,1805,1700,1800,15091
20325,1825,1840,1750,1750,3068
20332,1750,1800,1750,1780,3517
20339,1780,1800,1725,1795,7616
20346,1730,1810,1730,1790,2728
20353,1785,1830,1785,1810,8517
20360,1810,1825,1775,1810,2962
20367,1810,1820,1800,1820,4533
20374,1820,2400,1820,2350,27678
20381,2350,2365,2050,2365,51272
20388,2370,2380,2300,2300,18227
20395,2155,2340,2080,2340,17348
20402,2380,2380,2340,2380,16513
20409,2390,2450,2360,2360,7686
20416,2365,2500,2340,2500,12223
20423,2500,2550,2495,2545,17090
20430,2545,2850,2470,2850,15015
20437,3060,3200,3020,3020,17892
20444,3020,3080,3010,3080,8029
20451,3080,3080,2900,2920,8979
20458,2920,2920,2720,2740,11183
20465,2750,2750,2660,2700,9530
20472,2660,2850,2660,2850,6932
20479,2860,2945,2860,2900,9109
20486,3000,3040,3000,3040,2364
