d,o,h,l,c,v
20283,1325,1395,1210,1345,4701
20290,1345,1350,1250,1275,8927
20297,1275,1335,1240,1300,12547
20304,1295,1400,1250,1400,6028
20311,1445,1555,1410,1555,16458
20318,1600,1990,1600,1900,34022
20325,1900,1900,1780,1780,5602
20332,1795,1795,1665,1760,7702
20339,1760,1760,1400,1400,23949
20346,1400,1665,1400,1665,14256
20353,1780,1780,1550,1550,4702
20360,1575,1935,1575,1935,9496
20367,1985,1985,1840,1985,27701
20374,1990,2130,1905,1905,52816
20381,1830,1900,1725,1900,17916
20388,1850,1995,1850,1950,17402
20395,1805,1805,1325,1325,8652
20402,1230,1500,1230,1460,43379
20409,1485,1485,1405,1405,9655
20416,1400,1400,1365,1395,20007
20423,1395,1450,1350,1450,9094
20430,1495,1495,1360,1360,16722
20437,1460,1475,1400,1425,6490
20444,1460,1460,1365,1450,4245
20451,1450,1450,1365,1365,4198
20458,1360,1400,1350,1380,10675
20465,1305,1390,1305,1350,3171
20472,1350,1795,1350,1685,17966
20479,1685,1685,1450,1500,5279
20486,1440,1495,1440,1495,1364
