d,o,h,l,c,v
20017,10950,10950,10900,10945,282
20024,10945,10945,10800,10805,1233
20031,11615,12000,11050,12000,6439
20038,12000,12900,12000,12900,10651
20045,12800,13000,12500,12900,2329
20052,12900,13490,12500,13490,4365
20059,13490,13500,13485,13500,2614
20066,13550,13800,13500,13800,3861
20073,13800,14225,13800,14225,2673
20080,14225,14225,14005,14225,831
20087,14220,14225,14000,14000,19936
20094,14000,14500,14000,14115,827
20101,14500,14500,13655,13750,1684
20108,14000,14470,13750,14470,608
20115,14000,16000,14000,16000,1132
20122,16000,16000,15995,16000,1209
20129,15990,16000,15500,15500,814
20136,15500,15500,15250,15250,4853
20143,16000,16000,15800,16000,1614
20150,16000,16000,15000,15990,1817
20157,15990,15995,15900,15950,860
20164,15995,16200,15900,16200,3202
20171,16200,16200,15990,15990,2810
20178,16000,16000,15600,15700,841
20185,15700,15900,14915,14915,1646
20192,15500,15500,14905,15500,2639
20199,15450,15450,14295,15440,515
20206,15440,15945,15305,15400,736
20213,15400,15945,15400,15945,840
20220,15900,15900,14755,15500,343
20227,15860,18220,14000,17500,1132
20234,17000,17000,17000,17000,2019
20241,17000,17000,16000,16895,689
20248,16000,17000,16000,16100,3020
20255,17000,17000,16505,16990,718
20262,16990,16990,16500,16700,2188
20269,16700,16700,16265,16265,4722
20276,16265,16700,16265,16500,2801
20283,16280,17500,16280,16845,263
20290,16505,18005,16505,16800,1317
20297,18060,18060,16500,17000,13822
20304,16505,16750,16505,16600,4532
20311,16600,17210,16500,16500,4213
20318,16600,16600,16115,16240,6702
20325,16200,16200,15505,15515,24741
20332,15505,17000,15400,16395,14720
20339,16385,16390,15165,15500,31372
20346,15500,16100,15400,16000,6404
20353,16000,16575,16000,16575,2153
20360,16575,17285,16575,17285,4192
20367,17400,18295,17285,18295,5526
20374,18300,18740,18000,18740,6386
20381,18600,20000,18500,19450,9797
20388,19450,19500,19340,19340,6431
20395,19330,19900,18600,19900,6760
20402,19910,20000,19500,19900,2604
20409,19900,20350,19500,20250,4159
20416,20250,20350,19500,19500,7906
20423,20150,20150,19500,19950,1181
20430,20030,20030,19600,19800,777
20437,19510,19845,18600,19495,2027
20444,19445,19450,19005,19450,3985
20451,19400,19445,19300,19300,3168
20458,19295,19295,19250,19250,1118
20465,19230,19295,19100,19295,1719
20472,19295,19300,19105,19200,2308
20479,19200,19300,19100,19300,4702
20486,19250,19300,19250,19300,936
