d,o,h,l,c,v
20297,7250,7600,7250,7550,6242
20304,7545,7750,7500,7750,23087
20311,7750,7750,7500,7745,33731
20318,7745,7745,7495,7530,33438
20325,7530,7745,7485,7690,25013
20332,7690,7690,7495,7500,28316
20339,7650,7900,7650,7800,107945
20346,7850,7850,7600,7700,61041
20353,7700,8735,7700,8600,50738
20360,8700,8700,8400,8400,24738
20367,8995,9000,8850,8850,30844
20374,8850,8890,8710,8750,17553
20381,8795,8795,8500,8695,16676
20388,8695,8700,7320,7840,53224
20395,7840,7890,7350,7890,48301
20402,8000,8000,7820,7860,21043
20409,7860,8000,7750,7990,8247
20416,7990,7990,7900,7975,7727
20423,7970,7970,7730,7730,9059
20430,7850,7850,7800,7845,14435
20437,7845,7845,7750,7795,10373
20444,7790,7840,7740,7790,18082
20451,7785,7900,7505,7795,22622
20458,7795,7800,7555,7785,6221
20465,7785,7785,7600,7695,8350
20472,7695,7900,7690,7800,11413
20479,7800,7900,7800,7890,7399
20486,7960,7960,7950,7950,1717
