d,o,h,l,c,v
20360,1415,1525,1415,1525,38694
20367,1635,2150,1635,2150,33022
20374,2310,2665,2285,2285,43277
20381,2455,2960,2455,2960,56550
20388,3180,3670,3180,3330,74603
20395,3085,3085,2270,2270,13336
20402,2440,3010,2440,2900,63216
20409,2840,3135,2720,3135,17973
20416,2960,3150,2960,3150,8613
20423,3180,3260,3150,3250,17393
20430,3490,3500,3240,3240,11523
20437,3350,3350,3320,3340,10165
20444,3300,3305,3245,3305,9084
20451,3300,3340,3175,3175,8639
20458,3200,3250,3150,3250,8156
20465,3300,3350,3250,3295,11392
20472,3295,3830,3295,3830,16140
20479,3830,3850,3800,3800,10087
20486,3940,3940,3695,3695,9875
