d,o,h,l,c,v
20234,950,990,950,970,26006
20241,970,980,960,980,11863
20248,975,995,975,995,38436
20255,1000,1090,1000,1090,15453
20262,1090,1090,1015,1065,12691
20269,1065,1080,1065,1065,13409
20276,1005,1065,1000,1045,33304
20283,1045,1045,1015,1015,9147
20290,1015,1015,990,1000,36897
20297,1000,1035,980,1035,48051
20304,1040,1135,1040,1135,35269
20311,1140,1200,1115,1190,41917
20318,1185,1185,1150,1175,19813
20325,1175,1175,1150,1150,35458
20332,1140,1140,1120,1120,27202
20339,1120,1190,1120,1180,46101
20346,1180,1180,1175,1180,9760
20353,1170,1180,1170,1180,44840
20360,1180,1250,1180,1245,36029
20367,1245,1295,1245,1285,32884
20374,1285,1395,1285,1330,57558
20381,1295,1295,1190,1190,17814
20388,1190,1200,1185,1200,23343
20395,1200,1200,1070,1170,29025
20402,1180,1240,1180,1235,27708
20409,1230,1510,1230,1510,52054
20416,1620,1620,1505,1520,52874
20423,1510,1595,1510,1540,16024
20430,1565,1570,1550,1550,20632
20437,1550,1560,1490,1490,17198
20444,1450,1450,1315,1350,11738
20451,1360,1445,1360,1435,25948
20458,1435,1550,1410,1545,14085
20465,1540,1545,1520,1545,14173
20472,1545,1640,1545,1600,16214
20479,1600,1600,1560,1575,31908
20486,1660,1660,1630,1630,5288
