d,o,h,l,c,v
19737,2100.0,2100.0,2000.0,2093.33,9279
19744,2093.33,2110.0,2003.33,2110.0,5812
19751,2100.0,2266.67,2053.33,2166.67,3218
19758,2140.0,2200.0,2066.67,2193.33,6473
19765,2066.67,2193.33,2003.33,2130.0,10562
19772,2100.0,2100.0,2000.0,2000.0,14142
19779,2066.67,2066.67,2000.0,2030.0,49544
19786,2000.0,2130.0,2000.0,2130.0,57751
19793,2073.33,2133.33,2073.33,2130.0,8687
19800,2133.33,2196.67,2056.67,2166.67,12065
19807,2200.0,2266.67,2166.67,2266.67,10093
19814,2263.33,2323.33,2250.0,2250.0,8373
19821,2250.0,2260.0,2200.0,2233.33,9103
19828,2266.67,2400.0,2266.67,2336.67,45354
19835,2333.33,2433.33,2333.33,2433.33,33999
19842,2400.0,2433.33,2390.0,2433.33,14251
19849,2500.0,2666.67,2500.0,2666.67,4937
19856,2656.67,2656.67,2500.0,2566.67,16744
19863,2500.0,2616.67,2500.0,2616.67,8212
19870,2616.67,2663.33,2570.0,2600.0,13860
19877,2660.0,2666.67,2636.67,2653.33,8577
19884,2666.67,2700.0,2653.33,2700.0,19961
19891,2700.0,2860.0,2666.67,2800.0,18040
19898,2850.0,2850.0,2540.0,2583.33,5928
19905,2593.33,2593.33,2566.67,2566.67,6884
19912,2593.33,2756.67,2566.67,2670.0,20133
19919,2673.33,2753.33,2670.0,2673.33,8131
19926,2676.67,2743.33,2676.67,2740.0,25472
19933,2833.33,3266.67,2833.33,3226.67,34785
19940,3256.67,3330.0,3166.67,3266.67,10508
19947,3266.67,3660.0,3266.67,3660.0,30193
19954,3646.67,3646.67,3220.0,3263.33,11733
19961,3266.67,3370.0,3066.67,3370.0,6474
19968,3600.0,4175.0,3600.0,4000.0,14657
19975,4000.0,4000.0,3705.0,3900.0,42785
19982,3900.0,3900.0,3750.0,3750.0,3515
19989,3800.0,3800.0,3600.0,3750.0,4593
19996,3750.0,4140.0,3750.0,4140.0,3446
20003,4135.0,4135.0,3900.0,3975.0,7320
20010,3975.0,4000.0,3895.0,3895.0,6189
20017,3895.0,3950.0,3845.0,3950.0,8147
20024,3850.0,3900.0,3850.0,3900.0,5954
20031,3900.0,3900.0,3850.0,3900.0,4789
20038,3850.0,3900.0,3800.0,3900.0,6099
20045,3900.0,3900.0,3395.0,3395.0,12163
20052,3390.0,3445.0,2975.0,3445.0,13855
20059,3445.0,3445.0,2955.0,3400.0,4636
20066,3400.0,3400.0,3130.0,3395.0,13369
20073,3365.0,3365.0,3190.0,3190.0,34121
20080,3190.0,3300.0,3170.0,3170.0,23881
20087,3170.0,3170.0,3145.0,3150.0,2899
20094,3145.0,3145.0,2900.0,2940.0,12189
20101,2940.0,3000.0,2900.0,3000.0,11029
20108,2900.0,2995.0,2675.0,2850.0,14613
20115,2845.0,2845.0,2725.0,2725.0,8098
20122,2725.0,2800.0,2700.0,2700.0,14972
20129,2700.0,2800.0,2550.0,2800.0,38538
20136,2800.0,2800.0,2700.0,2780.0,10596
20143,2780.0,2945.0,2780.0,2945.0,6819
20150,2945.0,3400.0,2930.0,3400.0,20077
20157,3400.0,3490.0,3295.0,3405.0,26960
20164,3405.0,3995.0,3400.0,3995.0,35253
20171,3995.0,4025.0,3950.0,3950.0,21711
20178,3995.0,4105.0,3930.0,4105.0,21987
20185,4105.0,4280.0,4100.0,4100.0,28025
20192,4100.0,4265.0,4100.0,4210.0,28731
20199,4250.0,4300.0,4210.0,4260.0,182794
20206,4260.0,4260.0,4150.0,4200.0,51702
20213,4200.0,4250.0,4155.0,4200.0,33710
20220,4200.0,4250.0,4200.0,4245.0,42270
20227,4290.0,4290.0,4200.0,4250.0,66773
20234,4250.0,4250.0,3950.0,3950.0,43973
20241,3950.0,4050.0,3950.0,4045.0,11151
20248,4050.0,4195.0,4050.0,4100.0,40173
20255,4150.0,4155.0,4145.0,4150.0,37278
20262,4145.0,4145.0,4100.0,4100.0,117096
20269,4100.0,4290.0,4100.0,4200.0,57309
20276,4145.0,4200.0,4010.0,4010.0,67066
20283,4150.0,4470.0,4150.0,4470.0,24890
20290,4495.0,4495.0,4290.0,4290.0,38174
20297,4290.0,4500.0,4290.0,4445.0,42533
20304,4445.0,4550.0,4400.0,4550.0,23869
20311,4580.0,4650.0,4580.0,4650.0,27348
20318,4620.0,4715.0,4620.0,4705.0,35154
20325,4705.0,4720.0,4700.0,4710.0,24456
20332,4710.0,4845.0,4710.0,4845.0,33314
20339,4850.0,5200.0,4850.0,5200.0,21621
20346,5195.0,5400.0,5195.0,5400.0,23084
20353,5400.0,5450.0,5200.0,5450.0,39961
20360,5460.0,5600.0,5460.0,5570.0,21931
20367,5550.0,5800.0,5500.0,5795.0,32560
20374,5800.0,5890.0,5650.0,5650.0,40351
20381,5605.0,5650.0,5365.0,5365.0,43504
20388,5365.0,5600.0,5365.0,5505.0,28452
20395,5405.0,5405.0,5150.0,5300.0,19377
20402,5290.0,5300.0,5200.0,5290.0,18805
20409,5285.0,5600.0,5265.0,5500.0,20069
20416,5500.0,5550.0,5310.0,5550.0,20236
