d,o,h,l,c,v
20171,410,410,395,410,17839
20178,405,410,395,400,16956
20185,400,400,385,385,16902
20192,385,400,385,400,4563
20199,400,405,395,395,12315
20206,395,450,390,450,47000
20213,480,615,480,615,39827
20220,660,715,620,620,60871
20227,575,575,505,510,38862
20234,510,525,475,515,14836
20241,510,555,500,555,17314
20248,550,555,510,530,22916
20255,545,620,545,600,31600
20262,600,600,590,590,56871
20269,585,595,580,580,41837
20276,580,595,540,550,32914
20283,575,575,525,560,12991
20290,560,590,550,580,24383
20297,580,580,550,570,3809
20304,570,585,550,550,21849
20311,550,580,550,580,12435
20318,620,745,620,710,107418
20325,730,875,725,875,138957
20332,915,930,805,805,103107
20339,810,970,810,970,87204
20346,970,1135,970,1135,89651
20353,1220,1385,1220,1315,210099
20360,1270,1345,1175,1345,164729
20367,1355,1480,1355,1480,184700
20374,1485,1785,1485,1700,157674
20381,1700,1970,1700,1870,142955
20388,1870,1895,1695,1695,128005
20395,1570,1570,1310,1565,128378
20402,1575,1750,1370,1450,71799
20409,1450,1470,1385,1470,31632
20416,1430,1575,1430,1490,27389
20423,1390,1450,1390,1400,27992
20430,1400,1450,1400,1430,24914
20437,1430,1445,1425,1440,11685
20444,1400,1400,1385,1390,60899
20451,1390,1420,1390,1410,25775
20458,1395,1410,1380,1395,13336
20465,1395,1455,1395,1455,19412
20472,1455,1625,1455,1625,32756
20479,1620,1715,1620,1635,31592
20486,1600,1600,1600,1600,5021
